Timestamp,Open,High,Low,Close,Volume
1325665620,5.29,5.29,5.29,5.29,0
1325665680,5.29,5.29,5.29,5.29,0
1325665740,5.29,5.29,5.29,5.29,0
1325665800,5.29,5.29,5.29,5.29,0
1325665860,5.29,5.29,5.29,5.29,0
1325665920,5.29,5.29,5.29,5.29,0
1325665980,5.29,5.29,5.29,5.29,0
1325666040,5.29,5.29,5.29,5.29,0
1325666100,5.29,5.29,5.29,5.29,0
1325666160,5.29,5.29,5.29,5.29,0
1325666220,5.29,5.29,5.29,5.29,0
1325666280,5.29,5.29,5.29,5.29,0
1325666340,5.29,5.29,5.29,5.29,0
1325666400,5.29,5.29,5.29,5.29,0
1325666460,5.29,5.29,5.29,5.29,0
1325666520,5.29,5.29,5.29,5.29,0
1325666580,5.29,5.29,5.29,5.29,0
1325666640,5.29,5.29,5.29,5.29,0
1325666700,5.29,5.29,5.29,5.29,0
1325666760,5.29,5.29,5.29,5.29,0
1325666820,5.29,5.29,5.29,5.29,0
1325666880,5.29,5.29,5.29,5.29,0
1325666940,5.29,5.29,5.29,5.29,0
1325667000,5.29,5.29,5.29,5.29,0
1325667060,5.29,5.29,5.29,5.29,0
1325667120,5.29,5.29,5.29,5.29,0
1325667180,5.29,5.29,5.29,5.29,0
1325667240,5.29,5.29,5.29,5.29,0
1325667300,5.29,5.29,5.29,5.29,0
1325667360,5.29,5.29,5.29,5.29,0
1325667420,5.29,5.29,5.29,5.29,0
1325667480,5.29,5.29,5.29,5.29,0
1325667540,5.29,5.29,5.29,5.29,0
1325667600,5.29,5.29,5.29,5.29,0
1325667660,5.29,5.29,5.29,5.29,0
1325667720,5.29,5.29,5.29,5.29,0
1325667780,5.29,5.29,5.29,5.29,0
1325667840,5.29,5.29,5.29,5.29,0
1325667900,5.29,5.29,5.29,5.29,0
1325667960,5.29,5.29,5.29,5.29,0
1325668020,5.29,5.29,5.29,5.29,0
1325668080,5.29,5.29,5.29,5.29,0
1325668140,5.29,5.29,5.29,5.29,0
1325668200,5.29,5.29,5.29,5.29,0
1325668260,5.29,5.29,5.29,5.29,0
1325668320,5.29,5.29,5.29,5.29,0
1325668380,5.29,5.29,5.29,5.29,0
1325668440,5.29,5.29,5.29,5.29,0
1325668500,5.29,5.29,5.29,5.29,0
1325668560,5.29,5.29,5.29,5.29,0
1325668620,4.93,4.93,4.93,4.93,2.32
1325668680,4.93,4.93,4.93,4.93,0
1325668740,4.93,4.93,4.93,4.93,0
1325668800,4.93,4.93,4.93,4.93,0
1325668860,4.93,4.93,4.93,4.93,0
1325668920,4.93,4.93,4.93,4.93,0
1325668980,4.93,4.93,4.93,4.93,0
1325669040,4.93,4.93,4.93,4.93,0
1325669100,4.93,4.93,4.93,4.93,0
1325669160,4.93,4.93,4.93,4.93,0
1325669220,4.93,4.93,4.93,4.93,0
1325669280,4.93,4.93,4.93,4.93,0
1325669340,4.93,4.93,4.93,4.93,0
1325669400,4.93,4.93,4.93,4.93,0
1325669460,4.93,4.93,4.93,4.93,0
1325669520,4.93,4.93,4.93,4.93,0
1325669580,4.93,4.93,4.93,4.93,0
1325669640,4.93,4.93,4.93,4.93,0
1325669700,4.93,4.93,4.93,4.93,0
1325669760,4.93,4.93,4.93,4.93,0
1325669820,4.93,4.93,4.93,4.93,0
1325669880,4.93,4.93,4.93,4.93,0
1325669940,4.93,4.93,4.93,4.93,0
1325670000,4.93,4.93,4.93,4.93,0
1325670060,4.93,4.93,4.93,4.93,0
1325670120,4.93,4.93,4.93,4.93,0
1325670180,4.93,4.93,4.93,4.93,0
1325670240,4.93,4.93,4.93,4.93,0
1325670300,4.93,4.93,4.93,4.93,0
1325670360,4.93,4.93,4.93,4.93,0
1325670420,4.93,4.93,4.93,4.93,0
1325670480,4.93,4.93,4.93,4.93,0
1325670540,4.93,4.93,4.93,4.93,0
1325670600,4.93,4.93,4.93,4.93,0
1325670660,4.93,4.93,4.93,4.93,0
1325670720,4.93,4.93,4.93,4.93,0
1325670780,4.93,4.93,4.93,4.93,0
1325670840,4.93,4.93,4.93,4.93,0
1325670900,4.93,4.93,4.93,4.93,0
1325670960,4.93,4.93,4.93,4.93,0
1325671020,4.93,4.93,4.93,4.93,0
1325671080,4.93,4.93,4.93,4.93,0
1325671140,4.93,4.93,4.93,4.93,0
1325671200,4.93,4.93,4.93,4.93,0
1325671260,4.93,4.93,4.93,4.93,0
1325671320,4.93,4.93,4.93,4.93,0
1325671380,4.93,4.93,4.93,4.93,0
1325671440,4.93,4.93,4.93,4.93,0
1325671500,4.93,4.93,4.93,4.93,9.68
1325671560,4.93,4.93,4.93,4.93,0
1325671620,4.93,4.93,4.93,4.93,0
1325671680,4.93,4.93,4.93,4.93,0
1325671740,4.93,4.93,4.93,4.93,0
1325671800,4.93,4.93,4.93,4.93,0
1325671860,4.93,4.93,4.93,4.93,0
1325671920,4.93,4.93,4.93,4.93,0
1325671980,4.93,4.93,4.93,4.93,0
1325672040,4.93,4.93,4.93,4.93,0
1325672100,4.93,4.93,4.93,4.93,0
1325672160,4.93,4.93,4.93,4.93,0
1325672220,4.93,4.93,4.93,4.93,0
1325672280,4.93,4.93,4.93,4.93,0
1325672340,4.93,4.93,4.93,4.93,0
1325672400,4.93,4.93,4.93,4.93,0
1325672460,4.93,4.93,4.93,4.93,0
1325672520,4.93,4.93,4.93,4.93,0
1325672580,4.93,4.93,4.93,4.93,0
1325672640,4.93,4.93,4.93,4.93,0
1325672700,4.93,4.93,4.93,4.93,0
1325672760,4.93,4.93,4.93,4.93,0
1325672820,4.93,4.93,4.93,4.93,0
1325672880,4.93,4.93,4.93,4.93,0
1325672940,4.93,4.93,4.93,4.93,0
1325673000,4.93,4.93,4.93,4.93,0
1325673060,4.93,4.93,4.93,4.93,0
1325673120,4.93,4.93,4.93,4.93,0
1325673180,4.93,4.93,4.93,4.93,0
1325673240,4.93,4.93,4.93,4.93,0
1325673300,4.93,4.93,4.93,4.93,0
1325673360,4.93,4.93,4.93,4.93,0
1325673420,4.93,4.93,4.93,4.93,0
1325673480,4.93,4.93,4.93,4.93,0
1325673540,4.93,4.93,4.93,4.93,0
1325673600,4.93,4.93,4.93,4.93,0
1325673660,4.93,4.93,4.93,4.93,0
1325673720,4.93,4.93,4.93,4.93,0
1325673780,4.93,4.93,4.93,4.93,0
1325673840,4.93,4.93,4.93,4.93,0
1325673900,4.93,4.93,4.93,4.93,0
1325673960,4.93,4.93,4.93,4.93,0
1325674020,4.93,4.93,4.93,4.93,0
1325674080,4.93,4.93,4.93,4.93,0
1325674140,4.93,4.93,4.93,4.93,0
1325674200,4.93,4.93,4.93,4.93,0
1325674260,4.93,4.93,4.93,4.93,0
1325674320,4.93,4.93,4.93,4.93,0
1325674380,4.93,4.93,4.93,4.93,0
1325674440,4.93,4.93,4.93,4.93,0
1325674500,4.93,4.93,4.93,4.93,0
1325674560,4.93,4.93,4.93,4.93,0
1325674620,4.93,4.93,4.93,4.93,0
1325674680,4.93,4.93,4.93,4.93,0
1325674740,4.93,4.93,4.93,4.93,0
1325674800,4.93,4.93,4.93,4.93,0
1325674860,4.93,4.93,4.93,4.93,0
1325674920,4.93,4.93,4.93,4.93,0
1325674980,4.93,4.93,4.93,4.93,0
1325675040,4.93,4.93,4.93,4.93,0
1325675100,4.93,4.93,4.93,4.93,0
1325675160,4.93,4.93,4.93,4.93,0
1325675220,4.93,4.93,4.93,4.93,0
1325675280,4.93,4.93,4.93,4.93,0
1325675340,4.93,4.93,4.93,4.93,0
1325675400,4.93,4.93,4.93,4.93,0
1325675460,4.93,4.93,4.93,4.93,0
1325675520,4.93,4.93,4.93,4.93,0
1325675580,4.93,4.93,4.93,4.93,0
1325675640,4.93,4.93,4.93,4.93,0
1325675700,4.93,4.93,4.93,4.93,0
1325675760,4.93,4.93,4.93,4.93,0
1325675820,4.93,4.93,4.93,4.93,0
1325675880,4.93,4.93,4.93,4.93,0
1325675940,4.93,4.93,4.93,4.93,0
1325676000,4.93,4.93,4.93,4.93,0
1325676060,4.93,4.93,4.93,4.93,0
1325676120,4.93,4.93,4.93,4.93,0
1325676180,4.93,4.93,4.93,4.93,0
1325676240,4.93,4.93,4.93,4.93,0
1325676300,4.93,4.93,4.93,4.93,0
1325676360,4.93,4.93,4.93,4.93,0
1325676420,4.93,4.93,4.93,4.93,0
1325676480,4.93,4.93,4.93,4.93,0
1325676540,4.93,4.93,4.93,4.93,0
1325676600,4.93,4.93,4.93,4.93,0
1325676660,4.93,4.93,4.93,4.93,0
1325676720,4.93,4.93,4.93,4.93,0
1325676780,4.93,4.93,4.93,4.93,0
1325676840,4.93,4.93,4.93,4.93,0
1325676900,4.93,4.93,4.93,4.93,0
1325676960,4.93,4.93,4.93,4.93,0
1325677020,4.93,4.93,4.93,4.93,0
1325677080,4.93,4.93,4.93,4.93,0
1325677140,4.93,4.93,4.93,4.93,0
1325677200,4.93,4.93,4.93,4.93,0
1325677260,4.93,4.93,4.93,4.93,0
1325677320,4.93,4.93,4.93,4.93,0
1325677380,4.93,4.93,4.93,4.93,0
1325677440,4.93,4.93,4.93,4.93,0
1325677500,4.93,4.93,4.93,4.93,0
1325677560,4.93,4.93,4.93,4.93,0
1325677620,4.93,4.93,4.93,4.93,0
1325677680,4.93,4.93,4.93,4.93,0
1325677740,4.93,4.93,4.93,4.93,0
1325677800,4.93,4.93,4.93,4.93,0
1325677860,4.93,4.93,4.93,4.93,0
1325677920,4.93,4.93,4.93,4.93,0
1325677980,4.93,4.93,4.93,4.93,0
1325678040,4.93,4.93,4.93,4.93,0
1325678100,4.93,4.93,4.93,4.93,0
1325678160,4.93,4.93,4.93,4.93,0
1325678220,4.93,4.93,4.93,4.93,0
1325678280,4.93,4.93,4.93,4.93,0
1325678340,4.93,4.93,4.93,4.93,0
1325678400,4.93,4.93,4.93,4.93,0
1325678460,4.93,4.93,4.93,4.93,0
1325678520,4.93,4.93,4.93,4.93,0
1325678580,4.93,4.93,4.93,4.93,0
1325678640,4.93,4.93,4.93,4.93,0
1325678700,4.93,4.93,4.93,4.93,0
1325678760,4.93,4.93,4.93,4.93,0
1325678820,4.93,4.93,4.93,4.93,0
1325678880,4.93,4.93,4.93,4.93,0
1325678940,4.93,4.93,4.93,4.93,0
1325679000,4.93,4.93,4.93,4.93,0
1325679060,4.93,4.93,4.93,4.93,0
1325679120,4.93,4.93,4.93,4.93,0
1325679180,4.93,4.93,4.93,4.93,0
1325679240,4.93,4.93,4.93,4.93,0
1325679300,4.93,4.93,4.93,4.93,0
1325679360,4.93,4.93,4.93,4.93,0
1325679420,4.93,4.93,4.93,4.93,0
1325679480,4.93,4.93,4.93,4.93,0
1325679540,4.93,4.93,4.93,4.93,0
1325679600,4.93,4.93,4.93,4.93,0
1325679660,4.93,4.93,4.93,4.93,0
1325679720,4.93,4.93,4.93,4.93,0
